name,region,country,country_code,population,surface,images,executed,processed,aggregated,density,folder,B_n_nodes,B_m_street,B_bicycle_det,B_car_det,B_bus_det,B_motorcycle_det,B_truck_det,B_parking meter_det,B_bench_det,B_residential_lu,B_grass_lu,B_forest_lu,B_cemetery_lu,ind,folder2,t_n_nodes,t_m_street,t_bicycle_det,t_car_det,t_bus_det,t_motorcycle_det,t_truck_det,t_parking meter_det,t_bench_det,t_residential_lu,t_grass_lu,t_forest_lu,t_cemetery_lu
Hardenberg,Overijssel,the Netherlands,NL,61841,312.28,318922,1,1,1,198.03061355194058,Hardenberg_NL,0.014063976651612638,0.0001587536870809661,0.57183198567523,0.006617930360483222,0.23210663533100778,0.9300318797278151,0.09568900821309921,-0.26567032711434113,0.09806669819691442,-2.3525168839949807e-06,-1.7468839335648314e-07,-1.3296811725092583e-06,-2.7459065109895956e-05,10.0,/Users/francisco/Developer/Cities/Hardenberg_NL,17.91507868231776,11.304133153525331,36.141305307926366,7.645010993701535,7.1210915036387865,21.18915642280591,6.3317584047636,-1.1683381666801624,11.662049213432326,-3.817723379327702,-0.7855772963466083,-2.6980244461383758,-4.882216210833881
Harderwijk,Gelderland,the Netherlands,NL,48839,38.89,95692,1,1,1,1255.8241193108768,Harderwijk_NL,0.023424845206461185,0.00013939226811400377,0.5363589493315906,0.0013637638428553884,0.0854700183701717,1.0235646161077636,0.018682263708917207,-0.2740574790746049,0.18000819409232982,3.987877575925515e-06,-1.186475016289794e-06,-2.218454161759343e-06,-3.9295218876155275e-06,11.0,/Users/francisco/Developer/Cities/Harderwijk_NL,9.590733906919361,3.366813627785122,18.03891956761791,1.0611782325589658,1.3094079850650227,13.972929181906947,0.8362161031801744,-1.356162905481169,8.215664211805983,2.6134424513799797,-0.8160246356155413,-2.2382017875103366,-0.3632816542083247
Hardinxveld-Giessendam,Zuid-Holland,the Netherlands,NL,18510,16.91,33999,1,1,1,1094.6185688941455,Hardinxveld-Giessendam_NL,0.01635613976013911,7.870780741337084e-06,0.08553309601667987,0.005922598793788475,-0.16567691782250765,0.26499218659378343,0.08072773802113056,-0.41180678527339964,0.11542558411204759,8.346165835903655e-06,-1.2453398479824235e-06,-1.8551142098646813e-06,-1.119337835286123e-05,12.0,/Users/francisco/Developer/Cities/Hardinxveld-Giessendam_NL,7.2656536722606395,0.22285965099710164,7.405882022168135,6.2691957027070435,-3.010149384666858,4.292698044737976,6.2445728215957725,-1.6504565603195835,3.887979028491218,7.259060634938141,-1.554246702380865,-0.6615708953790348,-1.0638211282373584
Hattem,Gelderland,the Netherlands,NL,12304,23.08,51691,1,1,1,533.102253032929,Hattem_NL,0.008019342304811633,0.00015761952802781785,0.3994626243926658,0.006705411142914445,0.09595774935592596,1.4404963248906972,-0.006803868019262509,-0.660870492499023,0.16790115832183578,3.655465131495055e-06,5.023468522405532e-07,-1.8590088054148674e-06,5.4482026061046985e-06,13.0,/Users/francisco/Developer/Cities/Hattem_NL,4.1672092724226815,5.4301899895274355,16.04325592421312,5.210649241639025,1.3096402484032206,15.606464754545994,-0.35737890339760536,-1.7029120524317516,9.143740666595455,3.826909426755884,1.220479239954405,-2.5923061789429336,0.4985879485828275
Heemskerk,Noord-Holland,the Netherlands,NL,39143,27.34,71336,1,1,1,1431.7117776152159,Heemskerk_NL,-0.0022007719717768407,0.0003964185143896245,0.52900897955036,0.0042563491263738745,0.31867651681879805,-0.004172126454826846,0.003337830404813685,0.8660748812717182,0.24844130639108,1.8076423089404522e-06,1.7122630885021915e-06,-1.0256069622914715e-06,-3.029274349728026e-06,14.0,/Users/francisco/Developer/Cities/Heemskerk_NL,-0.985514165047533,9.571159581251685,32.94298330916295,4.204556312544091,3.5231940637222308,-0.05739406998058439,0.14273010800744176,5.894411131653656,7.094653047120879,1.4565285146445628,1.5266739265939229,-0.9295323032144571,-0.34701627309562294
Heemstede,Noord-Holland,the Netherlands,NL,27563,9.18,36754,1,1,1,3002.5054466230936,Heemstede_NL,0.002095114654603495,0.00034811922737197187,0.5918498363613828,0.0036058210635403175,-0.14722009288742396,0.7262972964097679,-0.0019042941661166482,-0.17924961314396126,0.11176423933003,2.7467585315627633e-06,1.5826693202383592e-07,-5.358078666881613e-06,5.791383084243177e-06,15.0,/Users/francisco/Developer/Cities/Heemstede_NL,0.7114754966513646,4.922491304828958,21.858431086578626,2.1287710151643355,-1.2634257749591777,6.309262662320837,-0.03517314499362256,-0.19373697677962598,1.5954724433036829,1.2991111842072982,0.06026122251587802,-1.9084061510536625,0.5416466251457066
Heerde,Gelderland,the Netherlands,NL,19010,78.74,78359,1,1,1,241.42748285496572,Heerde_NL,0.0009872059970113594,9.666223579824527e-05,1.3261011281405544,0.011300179769169215,-0.07498646205233292,0.7102819048178514,0.08965299160659919,1.1412687930923118,0.02241994701699985,2.521434709374845e-06,3.820717386565982e-07,-8.397850554656502e-07,-5.733730241966953e-06,16.0,/Users/francisco/Developer/Cities/Heerde_NL,0.9810353712557625,7.369880114696101,65.93803719660654,14.995293478082452,-2.1818628363474417,12.232370074041423,8.858383702267917,1.1908572908535275,2.800123332602096,5.4911887034068485,1.891861763517309,-3.3388870196915437,-1.645742413810898
Heerenveen,Fryslan,the Netherlands,NL,51136,190.09,217971,1,1,1,269.00941659214055,Heerenveen_NL,0.006058225495560831,0.00013091944268150957,0.41921407123657617,0.011964935194218193,0.04923869992030507,0.5356389118962677,0.019423368494510884,0.0059560810338841145,0.06333790807681354,2.4693595483524667e-06,-5.409400166435039e-08,-1.3632337997349038e-06,-7.221597429451938e-06,17.0,/Users/francisco/Developer/Cities/Heerenveen_NL,10.114974769450267,14.181515154565288,50.53613430924036,28.126583923800787,2.323267890493564,20.127593595896705,2.5055883317297205,0.021491692560283306,9.309632959451546,6.966643696446588,-0.550709149240459,-3.663588028884748,-2.241500429471132
Heerlen,Limburg,the Netherlands,NL,86874,44.94,161173,1,1,1,1933.1108144192258,Heerlen_NL,0.011453940870368032,8.98942373988267e-05,1.0748234137992922,0.005277048271156516,0.1327145686235501,0.6986934325400662,0.07735982114836122,-0.186872868001826,0.24709083366343587,7.793011967734017e-06,-3.5066339602394147e-06,-3.9818967170192325e-06,-1.068872749072431e-05,18.0,/Users/francisco/Developer/Cities/Heerlen_NL,5.201919305915065,1.9344506003598592,24.711122998957,4.29701837737921,1.7193152578274282,9.640824737242609,2.769790801885702,-0.3178285043320856,4.055336353420311,6.133704688336661,-1.9137571656074617,-1.9728199379324431,-0.8702425781277343
Heiloo,Noord-Holland,the Netherlands,NL,24410,18.7,49364,1,1,1,1305.3475935828878,Heiloo_NL,-0.0001771381497258622,0.000309668657167089,0.4711759504223458,0.00768403250714911,0.3904142632291454,0.6676097467259763,0.019139617878406068,-0.6174000625946338,0.03990915955140767,3.0653815594103977e-06,-2.7531260167230726e-07,-5.200886532061766e-07,8.331340721482759e-05,19.0,/Users/francisco/Developer/Cities/Heiloo_NL,-0.07401380150646038,7.082958358722032,17.598700323294576,5.0141538822122955,3.9226448445378823,6.090928748523783,0.5030165321617419,-1.190804181981721,1.0527208016344418,2.4334043741116296,-0.34183688557855024,-0.2775051596878885,3.126442830140331
Hellendoorn,Overijssel,the Netherlands,NL,35987,137.91,122231,1,1,1,260.94554419548984,Hellendoorn_NL,0.009347238692735009,0.00014706578776671462,0.8250305489970196,0.007542298992997665,0.058314381053098156,0.7583704440075564,-0.005673860782765493,-0.5549551682601523,0.10004309334681864,4.3231988855908305e-06,5.578659815436864e-08,-5.785632483662434e-07,-3.2767820575744282e-06,20.0,/Users/francisco/Developer/Cities/Hellendoorn_NL,7.954535766289931,9.28472963162509,43.9390945206443,8.073281303614383,1.536391433181957,17.44231497002482,-0.4036053399208468,-2.0774599643043055,12.69897359143779,6.2731089407133505,0.22229957621303947,-1.7131948675311766,-0.6566043528078428
Hellevoetsluis,Zuid-Holland,the Netherlands,NL,40596,41.1,96778,1,1,1,987.7372262773722,Hellevoetsluis_NL,0.0019688515267725928,0.00019109722842180002,0.47090040308345293,0.007874032527979523,-0.08116588104096355,1.0510569445422142,0.07207768952508845,-0.2757765417185368,0.16900081820723165,2.1282059588683363e-06,-3.3235904928366867e-07,4.929406233200702e-06,4.039906513110134e-06,21.0,/Users/francisco/Developer/Cities/Hellevoetsluis_NL,1.4181295469209103,7.543187976521229,34.05323443215462,11.049296650287301,-1.596675196026778,28.822886997960826,4.405019057789609,-1.0785703017585193,12.765075947926126,2.648535743675954,-0.540350743498405,2.834593915186033,0.5257567815520072
Helmond,Noord-Brabant,the Netherlands,NL,93525,53.18,186967,1,1,1,1758.6498683715683,Helmond_NL,0.006844918352646748,9.084739857974119e-05,0.5249787188154448,0.0035347703286000313,0.36364328860779044,0.6470584532712076,0.014486447627245647,-0.07368151856948169,0.3155434869096363,6.087316103079153e-06,-6.460581784463757e-07,-1.9755519682902206e-06,-6.747438353977884e-06,22.0,/Users/francisco/Developer/Cities/Helmond_NL,6.1028565394950025,3.639834974638214,30.41304386019928,4.882294206892876,7.312741397968459,12.014758569101694,0.8374180368859484,-0.27131729702586604,14.999613317166785,8.516807982209949,-0.7563671023843347,-2.3786514294999472,-0.6432286401052753
Hendrik-Ido-Ambacht,Zuid-Holland,the Netherlands,NL,31720,10.61,36640,1,1,1,2989.632422243167,Hendrik-Ido-Ambacht_NL,0.003462870728434397,9.790947530844066e-05,0.6151692751400822,0.007620112454249962,-0.03013455341016856,0.09683677647647726,0.006887998696871019,-2.0501994932671943,0.01034752879845511,1.0905653933763765e-05,4.243875965103379e-06,-5.988714721792769e-06,-6.365266914303948e-06,23.0,/Users/francisco/Developer/Cities/Hendrik-Ido-Ambacht_NL,0.7121504639452758,0.9489000130363421,9.580408449093296,3.572391308489766,-0.15645383455825543,0.5091874092110887,0.17677494783810135,-2.213205224212428,0.1146920713532466,3.790644582026028,1.116629456582384,-0.5509800185070782,-0.2779924691901504
Heumen,Gelderland,the Netherlands,NL,17021,39.76,50573,1,1,1,428.0935613682093,Heumen_NL,0.0018451235248285235,0.00013680677242988907,0.5008977419062628,0.010076614792355595,0.33266197095025535,0.3930465889760953,-0.005672563191331713,-0.868136857007702,0.04099176449996485,6.521540200143904e-07,2.520917544841324e-07,-8.941175604678399e-07,5.736488567929491e-06,24.0,/Users/francisco/Developer/Cities/Heumen_NL,1.5318867844496233,6.581131553559344,35.05741116196329,10.621871810809836,6.068033943493455,6.5193962092378595,-0.32357018853130054,-1.1653926109395631,2.900861628621754,1.0935132525988842,0.6587272862322046,-1.7253650590372005,0.4175376255312955
Heusden,Noord-Brabant,the Netherlands,NL,45559,78.88,89939,1,1,1,577.5735294117648,Heusden_NL,0.003210296693472173,7.693010679676641e-05,0.9284888106322118,0.007655942194362004,-0.014650708958724366,0.3083706310599103,-0.022460414735968527,-0.08846072478002587,0.059707310053530145,3.5103588035410644e-06,3.2658339903774643e-07,-2.47056735117227e-07,3.6101892923294813e-06,25.0,/Users/francisco/Developer/Cities/Heusden_NL,3.331558206341711,4.429815242967008,51.23413098001469,10.794409941637346,-0.30412283853522215,6.876967081942945,-1.4390065871125814,-0.8740973179343191,6.19916585529952,6.201911400085091,1.0904280957151622,-0.472868173008849,0.5143602524475138
Hillegom,Zuid-Holland,the Netherlands,NL,22307,12.87,40227,1,1,1,1733.2556332556333,Hillegom_NL,0.0064774477152473855,1.9415253785983635e-05,1.1795225912819527,0.008981277337164915,0.04382190501255498,0.15295755119623689,-0.008348092356668852,0.18304102907312025,0.30942430713989943,4.261470350244827e-06,4.451164821410923e-06,3.174106791598686e-06,-2.1255001578886343e-05,26.0,/Users/francisco/Developer/Cities/Hillegom_NL,2.225027534807006,0.3102700440106073,24.881286297327463,6.144759616290642,0.7760131642286427,1.7633071291955935,-0.2856382188367447,0.3047706102504944,6.910790002889225,2.0157549321032007,2.2892073254669287,0.5853678453093721,-0.7924876200991969
Hilvarenbeek,Noord-Brabant,the Netherlands,NL,15821,94.85,78710,1,1,1,166.80021085925145,Hilvarenbeek_NL,0.00372234602533118,0.0001130869922729608,0.5438170991496042,0.010554745023540429,0.05954447556838907,0.664413915828137,0.017429700935163057,0.18182516337688023,0.04517146902352399,6.139331518411834e-07,3.694969052809211e-07,-7.932274509292016e-07,-6.759521925168077e-07,27.0,/Users/francisco/Developer/Cities/Hilvarenbeek_NL,3.6676818080368454,10.272240322795884,45.22816145959406,12.263383389512512,2.136692321671543,10.581310307698363,1.2056385996391512,0.14335205638833598,4.9639899419034235,1.3067017408889539,1.68934802689259,-3.624619742703668,-0.26663744990777516
Hilversum,Noord-Holland,the Netherlands,NL,91799,45.61,153137,1,1,1,2012.6945845209384,Hilversum_NL,0.007976709418345987,0.00029646662841661324,0.5193984650333318,-0.00013655569893553316,0.5061055777358643,0.4241362487490826,0.03553049612930345,0.24237868956569383,0.3016466273211496,1.179689527932166e-05,5.757454534699808e-07,-5.627542403749563e-06,-1.3343221670244908e-05,28.0,/Users/francisco/Developer/Cities/Hilversum_NL,4.937153786712949,8.90079010497276,42.13666170186541,-0.1485083490527342,8.534130306593429,9.446567600534278,1.3636065578957322,0.9924079876890509,8.13965999982759,9.69931387959976,0.4595691185323223,-6.200644505281668,-2.0805502441203236
Hoogeveen,Drenthe,the Netherlands,NL,55927,127.54,180192,1,1,1,438.5055668809785,Hoogeveen_NL,0.0026785068064149025,0.0001404155972302019,0.6438821644532693,0.007584234272979725,0.07920762524881556,0.3568417556907474,-0.012635983939527605,-0.3662259418729309,0.030800022222454235,3.6957058761077025e-06,-9.110310297039315e-08,-1.1930373056693406e-06,-1.2565734195368954e-05,29.0,/Users/francisco/Developer/Cities/Hoogeveen_NL,4.385204564383711,11.867074302539258,51.89085157120611,15.724454484292227,3.270151143859968,12.624419248840937,-1.2944664315836203,-1.3287773851264875,5.2180289817663175,9.436202545977322,-0.47793761548279734,-2.9289718566035656,-3.8569091098826913
Hoorn,Noord-Holland,the Netherlands,NL,74331,20.38,105746,1,1,1,3647.2522080471053,Hoorn_NL,-0.0007896737791760506,0.0003152978844943481,0.674198982389654,0.007782067895304763,0.46066354064855985,0.6757575366045128,-0.07237161553500535,-0.2920434144397106,0.39272796045550207,-2.1777286361569967e-06,-6.507243260726807e-07,-2.650006310146099e-06,-1.9755929216170663e-06,30.0,/Users/francisco/Developer/Cities/Hoorn_NL,-0.5381346679976674,7.523316088316705,38.51049056727649,7.719511703791912,7.815289007193319,16.285267803828194,-3.2513179088120374,-1.0082710315821561,11.395064881349176,-1.5578953545131553,-0.24107000464311615,-0.5335535807423734,-0.1188523985965219
Houten,Utrecht,the Netherlands,NL,50301,54.94,94686,1,1,1,915.5624317437205,Houten_NL,-0.007321945658060563,0.0003287357305230289,0.6658306266027416,-0.0014668195778200239,0.04664967824083587,0.3793081179168615,0.0043217765384608205,0.7096054121289472,0.059639662663300765,6.885069821461671e-06,-6.193317242968965e-07,-1.411703788680218e-06,-2.064172314967647e-06,31.0,/Users/francisco/Developer/Cities/Houten_NL,-4.633831690713126,8.653542319461929,41.2729172603081,-1.2271753071355898,0.4228697251212664,7.3784984736799935,0.14693105518415916,2.0280349783930345,2.92534756429634,5.464679151307437,-0.8608028472458813,-0.4413714941498285,-0.09214504072643169
Hulst,Zeeland,the Netherlands,NL,27523,201.71,126866,1,1,1,136.44836646670961,Hulst_NL,0.002594206983653042,0.00020223609434960797,0.9909017537082137,0.011420244343213494,0.1290148510163605,0.4086683959338078,-0.023356601238673048,-0.13963293010689895,0.015718618366522275,2.2918642130135133e-06,3.0481095518410813e-07,-1.235673075058467e-06,1.9798154108849058e-06,32.0,/Users/francisco/Developer/Cities/Hulst_NL,3.2630147674662937,20.480032370968228,63.69109176307889,20.170806596516847,5.591521028213086,11.621461198615595,-2.6437108774008196,-0.836752051646057,3.0590432445185987,6.395474249800297,1.3692521213140987,-2.486381341501266,0.42693515962098794
Kampen,Overijssel,the Netherlands,NL,54846,142.18,174523,1,1,1,385.75045716697144,Kampen_NL,0.011640466880603849,0.00021475773396922434,0.5047379508465812,0.006206073851664745,0.2665312170900711,0.383671803495422,0.050782532117556206,0.0794316605025647,0.06039839643800805,2.6720209133988644e-06,-2.0936736498408946e-07,3.3516883454697416e-06,-6.672635254541842e-06,33.0,/Users/francisco/Developer/Cities/Kampen_NL,13.776631769380552,15.527105294861954,46.36033120420117,12.063127440256697,10.801374881543513,13.4034729494497,5.407305458186725,0.5076427847326981,5.825291211620651,5.321266195212325,-1.3773013222133652,1.6776763547219773,-1.5185174460850004
Kapelle,Zeeland,the Netherlands,NL,13011,37.13,39108,1,1,1,350.4174521949906,Kapelle_NL,0.0037118656922572484,0.00012765446905052937,0.3711071699375332,0.00962737782053708,-0.000641184855461132,1.0900415738386786,0.007332443949153827,1.5585872778788816,0.03505010940004612,2.700209602884142e-06,6.741381593834735e-09,-3.1245255725416732e-06,-9.400843167629247e-06,34.0,/Users/francisco/Developer/Cities/Kapelle_NL,2.806731070185936,7.449498676655523,13.169003318984453,10.476075632323802,-0.020735056243027412,18.091400955100767,0.8121189786547439,14.070053167220793,2.983814751679212,4.3575369105851625,0.014919620058951111,-1.7251737243060907,-1.68600836994955
Katwijk,Zuid-Holland,the Netherlands,NL,66081,24.75,75991,1,1,1,2669.939393939394,Katwijk_NL,-0.0038437363157336696,0.00040530815290844264,0.4173359328022452,0.003912015574763067,0.13596611474617076,1.112250804560799,0.003868035242883398,-0.5907490195247583,0.10148559549522455,6.98872354878138e-06,1.5706596232256934e-07,-1.145831201880846e-06,-1.4786833381562633e-05,35.0,/Users/francisco/Developer/Cities/Katwijk_NL,-1.7254553345204373,8.04908030077113,19.56593615312965,3.2537104898091047,2.2602704350621203,23.911377705412676,0.23188928434091358,-1.4332774900853822,2.1155059709885218,3.822840893927549,0.0762008184515931,-0.29011379168860757,-1.099064150587023
Kerkrade,Limburg,the Netherlands,NL,45233,21.91,59036,1,1,1,2064.4910999543586,Kerkrade_NL,0.0028361865587486846,0.0001853041422798617,1.032549162340019,0.004834237765086518,0.1659091523700078,0.4264975801634016,-0.002598901524036145,2.244815054339394,0.2016072488918358,5.493879509480751e-06,-1.687257129587362e-06,-4.705425141224909e-06,-2.1033715661687067e-05,36.0,/Users/francisco/Developer/Cities/Kerkrade_NL,1.2029117370216986,4.031537890712583,21.16208847314637,4.403308174471263,2.129779938127739,6.379389770651265,-0.09157445973367269,7.076387909058138,5.16204597742751,4.794242114224719,-0.7666122394251828,-2.36055018026959,-1.6494656785912862
Koggenland,Noord-Holland,the Netherlands,NL,23010,80.32,90615,1,1,1,286.4790836653387,Koggenland_NL,0.0015110467798151827,0.00018196385415922183,0.4415897787896362,0.0036667282705399136,0.0031090949878143405,0.6314780216914463,0.06804561098397631,0.8662645176510644,0.03197439306570471,2.9473251787867985e-06,7.514299939798309e-08,-5.136049512442791e-06,9.785484313246443e-07,37.0,/Users/francisco/Developer/Cities/Koggenland_NL,1.4607979878707977,13.03852627025919,29.03480697041019,6.024140738257269,0.11685067592220418,19.416172363177136,7.159848976204706,5.353209618977431,5.570853853350242,5.8750719479743525,0.5620521618891376,-2.9391613101442937,0.09804162604979923
Krimpenerwaard,Zuid-Holland,the Netherlands,NL,57106,148.4,126709,1,1,1,384.811320754717,Krimpenerwaard_NL,-0.003905517877465052,0.00022610266736086055,0.6281148411263049,0.009975189055429094,-0.046661241587788706,0.4539226127019042,0.09513902334567668,0.8075614888841162,0.028196241867197318,2.8705502556366365e-06,-1.6384611334856646e-07,-2.111551093721742e-06,6.349889113526528e-06,38.0,/Users/francisco/Developer/Cities/Krimpenerwaard_NL,-6.0332244995981545,16.851756769736234,48.49867276127667,18.645117631796644,-2.006170034748685,16.837088865998208,9.33244497517304,6.127198567897891,3.699694106697204,6.4800190513645175,-1.023784935293845,-2.0267958146724365,1.1474464599623229
Laarbeek,Noord-Brabant,the Netherlands,NL,22954,55.35,84350,1,1,1,414.70641373080394,Laarbeek_NL,0.0016995816808098654,0.00015387710443252864,0.7107386393539014,0.008768911633553245,-0.07229364964089655,0.22943417988265974,0.01619215371683562,-0.15798576563826616,0.015032156456817748,2.775161700373214e-06,7.529163683225663e-08,-1.3477614300942607e-06,8.857100635282918e-05,39.0,/Users/francisco/Developer/Cities/Laarbeek_NL,1.199728340185789,8.834344516009875,21.843934991227126,10.996910600047963,-1.3728087671902673,5.412466336423531,1.3154911886076204,-0.9821121616634063,1.4319356022816312,4.569763826132749,0.22334512865991352,-2.4308304837986072,4.014618032382017
Landgraaf,Limburg,the Netherlands,NL,37066,24.58,47743,1,1,1,1507.9739625711961,Landgraaf_NL,0.004424881407811699,0.0002001904444629391,0.8082006579455508,0.008273362701536929,-0.008581595825673116,0.5529753325243765,0.01594849976881713,-0.03365160010697915,0.335280262397347,7.415289434011758e-07,5.963934947839214e-06,-2.622030355426157e-06,-1.095865019513648e-05,40.0,/Users/francisco/Developer/Cities/Landgraaf_NL,1.850758584169507,4.434594378599326,13.698621655310461,6.303091467737711,-0.1276544562542059,4.858994279922121,0.5133428004860118,-0.11552113932621355,8.952349730567931,0.5770401145226237,3.3331253972362385,-1.7983430307216166,-0.5934841914783656
Landsmeer,Noord-Holland,the Netherlands,NL,11555,22.53,28476,1,1,1,512.8717265867732,Landsmeer_NL,0.007047102221497326,7.13106601715262e-05,0.7877739503975657,0.0042978465497652526,0.022016671371025403,0.015701118125044704,0.025344251870578406,0.019260807348626674,0.1357778252667418,6.005817763457792e-06,-9.798559918435488e-08,-2.808101882732404e-06,-4.6480612596677624e-05,41.0,/Users/francisco/Developer/Cities/Landsmeer_NL,5.457253723857379,2.7710230182131492,24.447834816001937,3.648221948917208,0.3976668210892696,0.32637231902026775,0.9904197477560432,0.044125152897170096,8.185453365308744,5.024510205403834,-0.3128723215327069,-1.3435340083397047,-2.465330212821449
Lansingerland,Zuid-Holland,the Netherlands,NL,64129,53.42,155540,1,1,1,1200.4679895170348,Lansingerland_NL,0.006983798449501045,7.652335044264978e-05,0.4343687707947793,0.004065676623397782,-0.06583515325352801,0.7200178832545833,0.11853699548513358,0.6817891945469161,0.0679663571230361,3.6599252126639433e-06,8.664971087932648e-07,6.800549801812118e-06,-1.8782629360687423e-05,42.0,/Users/francisco/Developer/Cities/Lansingerland_NL,6.003628588101181,3.5795743091936516,28.8971367392566,5.42496390551198,-1.9620454374122382,14.449630829334435,8.700385456396331,1.1524994410983955,3.7664345902753404,4.322524167626405,0.9854173097699718,3.3323387570501866,-1.0105460704243336
Laren,Noord-Holland,the Netherlands,NL,11563,12.41,32620,1,1,1,931.7485898468976,Laren_NL,0.009164638678388305,7.099507937442109e-05,1.0407177447906912,0.008669567024489327,0.3225585507615546,1.4932089034879623,0.0033477175502584604,-3.1054458166485652,0.125218913665891,4.889789902479588e-06,4.488759693340837e-06,-1.534263969673184e-06,-2.9721803777880138e-06,43.0,/Users/francisco/Developer/Cities/Laren_NL,3.573023771052047,1.6549289142200625,21.573668197143366,5.14700775622642,3.2601144625750167,12.103670216204163,0.07786934526879381,-3.8025022266241466,3.8533504046338236,4.037820168244379,1.176816442499909,-1.1474594017995072,-0.2128718059279723
Leiden,Zuid-Holland,the Netherlands,NL,125167,21.91,134654,1,1,1,5712.779552715655,Leiden_NL,0.0003991633075786918,0.0006803293580472127,0.47254041197905927,-0.0097680825056907,1.074562168739825,0.744129866877228,0.0844021524123598,-0.08813922230601834,0.29133049535407873,-3.282397482091412e-06,-6.764565546912243e-06,-2.0162971778263214e-05,-8.264583515294312e-05,44.0,/Users/francisco/Developer/Cities/Leiden_NL,0.1347542678233804,8.126800120851316,26.609729007850277,-4.9732821903364695,9.361646244999493,10.019742192497155,1.7501624974711003,-0.0989402251997887,4.476012494394137,-0.9986075222199138,-1.132954666682869,-2.340857803008719,-3.021994136658494
